,Positive distance,Negative distance
104,9.465159,24.728756
105,5.042329,19.241932
106,6.7258205,21.574726
107,6.5955153,21.464058
108,4.024629,20.637756
109,5.0580235,12.068677
110,6.959033,15.552437
111,7.0851197,20.983665
112,6.970563,21.473484
113,3.5244293,14.797035
114,5.9076004,26.485064
115,4.030821,15.912375
116,9.7148285,8.67354
117,2.862677,17.715126
118,3.8827462,14.096223
119,4.6146455,13.9604025
120,5.5427966,25.615314
121,3.6572819,19.518482
122,4.250487,9.49165
123,8.500435,20.441353
124,10.528145,22.22157
125,1.42382,11.775388
126,6.229844,17.410519
127,4.7288694,23.69851
128,7.3003893,11.779909
129,2.5887675,32.534523
130,4.7064066,14.271866
131,5.552404,24.528336
132,5.0843716,14.622091
133,8.11104,26.860958
134,7.136445,24.575382
135,3.1146307,19.593063
136,8.384993,31.962582
137,9.727131,27.80931
138,2.337975,16.219887
139,3.4924943,18.980503
140,6.686254,24.898434
141,1.7634635,24.0843
142,4.7593904,14.860411
143,5.8714046,26.154892
144,3.6859257,17.184044
145,5.2342205,15.055117
146,3.9787574,23.891535
147,6.1901464,21.080776
148,5.66601,24.986557
149,5.560684,10.9469595
150,2.6673336,20.542849
151,3.0492132,20.561792
152,9.029345,18.61702
153,4.187019,21.998648
154,8.099762,23.678822
155,3.2751598,26.821617
156,3.9143481,19.095905
157,7.6918097,19.996614
158,2.4761972,24.137192
159,2.7477603,18.816217
160,7.586897,13.17165
161,2.4350772,25.425362
162,7.230193,18.67866
163,5.726596,27.784893
164,3.3011708,18.4834
165,8.64542,27.957973
166,9.240777,23.431675
167,9.386843,27.575884
168,5.3891354,30.05751
169,4.028451,12.7348585
170,3.9823103,28.346561
171,5.678028,11.709242
172,6.086625,12.378416
173,4.3810744,22.551151
174,4.9869556,24.533737
175,4.5371714,13.57941
176,5.1267567,18.984547
177,7.9939327,19.910164
178,1.994796,25.926842
179,6.4725056,12.573212
180,4.438693,23.427202
181,5.1338263,18.982578
182,3.6925058,22.126999
183,8.611465,10.275309
184,3.901158,15.310911
185,7.481889,14.540158
186,7.3768516,21.035713
187,4.7797136,7.469947
188,8.117897,26.403048
189,6.968017,24.701424
190,8.010445,23.105873
191,5.2861757,19.266304
192,2.7601154,15.395056
193,3.327447,20.064375
194,4.9582605,18.878874
195,1.7691408,10.507158
196,3.144226,16.281048
197,4.0042086,22.981613
198,5.9697742,27.527124
199,3.6645074,24.215382
200,5.2038727,21.672506
201,2.7808838,19.904667
202,6.389719,9.676069
203,2.8963113,22.551403
204,4.990761,18.828247
205,4.452066,11.798037
206,3.3636675,17.10746
207,6.0838346,40.169437
208,1.0799053,23.125202
209,2.2980359,13.214865
210,6.447402,28.665585
211,6.5495286,20.715145
212,4.515706,28.636452
213,3.9993799,19.49242
214,3.2131596,20.530464
215,4.7552395,28.07933
216,2.307466,16.13949
217,4.319589,14.685013
218,4.59301,11.607291
219,3.214605,24.85496
220,2.942639,7.9858284
221,4.5329933,29.361654
222,5.5093937,27.427917
223,2.5308273,4.409931
224,5.909259,23.52164
225,4.5179586,13.214031
226,4.5988874,24.0254
227,5.4018974,10.125458
228,2.2515283,17.823673
229,2.6671188,21.853851
230,3.634711,13.085844
231,3.1901946,23.22047
232,5.4018054,25.7069
233,5.4706187,12.34395
234,1.9529393,33.374172
235,3.2849483,27.073025
236,5.0271416,25.666145
237,2.0984693,11.197649
238,5.8191032,16.167454
239,6.7187834,25.056458
240,3.205462,9.734812
241,2.1787663,29.698315
242,6.620463,27.425556
243,7.483963,14.106078
244,5.0523276,26.655006
245,5.1224337,17.480196
246,4.636572,28.324661
247,4.0839314,10.825346
248,4.270108,16.864143
249,4.684449,26.299017
250,1.2341979,25.277473
251,3.2783823,25.83463
252,4.690634,11.944786
253,2.0862637,13.682716
254,3.5656166,24.669884
255,4.058966,15.967036
256,3.1331735,15.234436
257,5.200488,11.923401
258,4.4612923,20.438332
259,4.5497193,26.475428
260,5.604692,19.289547
261,2.3862305,12.429917
262,8.395689,23.463781
263,3.5378492,25.420712
264,5.1741514,24.264786
265,7.1641264,19.932503
266,4.6389494,22.813377
267,6.0661488,9.017258
268,3.5839834,11.13229
269,3.3477974,39.381824
270,2.6690621,18.542664
271,2.3956122,15.149338
272,5.5111303,16.305954
273,4.955908,16.80835
274,5.1180096,24.033825
275,8.721114,26.295229
276,1.8733184,14.028632
277,3.2671878,15.937693
278,5.564146,18.149181
279,4.907487,22.546877
280,3.5613353,20.785217
281,1.4042785,10.315004
282,4.666215,22.188921
283,2.4160032,16.34533
284,4.5751095,32.79341
285,3.6262767,16.393513
286,5.0047474,35.712875
287,3.8689432,10.762559
288,3.5316658,19.17199
289,3.411997,20.595793
290,5.1539893,17.868599
291,5.1539826,26.607742
292,3.866222,17.48967
293,6.863691,21.459084
294,6.465716,21.195599
295,4.202405,23.056084
296,3.3768735,9.012703
297,3.1216302,15.109858
298,3.5692124,12.533701
299,7.779601,24.995197
300,3.670598,23.585794
301,4.2471466,23.818916
302,1.5597003,20.167294
303,3.3926504,21.68534
304,2.6869717,27.553368
305,7.183777,16.330534
306,5.155588,7.185972
307,3.1406822,16.20314
308,5.120918,20.852345
309,4.6900606,22.88016
310,2.6714025,11.876805
311,2.8331265,15.132938
312,5.5786586,12.978084
313,6.548236,37.64459
314,5.8711877,19.476624
315,6.4536157,18.53731
316,2.734645,16.041578
317,7.604328,28.938068
318,8.954828,31.465008
319,6.395191,12.289655
320,2.8645823,21.165281
321,3.9800441,20.107536
322,4.252468,23.651882
323,5.1854825,11.3261385
324,4.1059823,13.595818
325,4.3416467,19.418161
326,8.653158,27.012989
327,3.8294613,24.937792
328,5.6424265,18.783749
329,4.3281527,19.557262
330,5.6946664,19.11027
331,5.817786,20.18073
332,2.6086493,19.78991
333,5.829693,12.119016
334,6.645974,21.103418
335,5.3463264,24.395067
336,5.057081,19.006672
337,1.9492643,13.460367
338,2.4390788,28.528744
339,3.335435,25.35552
340,4.2900295,9.560003
341,3.8944411,18.539179
342,5.2361336,17.117996
343,3.2936873,17.351723
344,3.3313358,19.10387
345,2.3081267,21.93069
346,5.2892823,24.381527
347,1.5524135,20.418964
348,6.6495795,23.751534
349,4.925618,22.861473
350,6.3784866,23.176012
351,5.0428386,15.378079
352,5.924838,27.235569
353,5.9549184,17.265392
354,4.5541034,17.10973
355,9.301605,18.714445
356,2.4614117,24.046848
357,4.435261,26.82819
358,3.0888948,13.960188
359,6.1492925,11.430373
360,4.427816,16.276314
361,2.5129986,13.516253
362,5.277978,23.275242
363,6.9353228,19.312378
364,8.284361,22.249039
365,2.3055897,16.823166
366,2.7427878,20.890726
367,3.6702254,26.725576
368,6.757716,23.028925
369,5.2435513,24.52396
370,3.3780432,13.405298
371,5.9810314,21.972412
372,6.509873,13.9941
373,5.7309837,30.522121
374,5.3179827,17.311954
375,7.8541822,20.189198
376,5.451332,28.179176
377,4.1694994,24.916555
378,5.283261,12.765952
379,1.9755653,18.666073
380,2.6561015,14.770855
381,8.515009,19.815823
382,4.190705,17.825895
383,6.2699537,24.250069
384,5.711282,22.209957
385,3.6983101,13.788085
386,3.7709951,6.9186683
387,5.8590164,16.833046
388,3.8589897,12.915399
389,1.7071964,21.378626
390,2.4299998,18.252953
391,6.29718,19.987698
392,3.929007,13.627594
393,5.3615794,19.934853
394,2.6142826,24.885033
395,3.1483495,15.029995
396,7.060989,16.216105
397,3.7891984,16.240292
398,3.2334075,18.030346
399,3.1725469,14.088194
400,3.349083,18.23691
401,6.7207155,16.861687
402,7.087487,26.144552
403,2.4551988,12.897755
404,3.726143,18.268314
405,2.8704946,18.237198
406,2.050374,22.580444
407,1.7285647,24.09206
408,3.4063978,27.22488
409,6.593213,11.048659
410,4.4288044,8.445031
411,7.735514,18.433575
412,2.54314,29.346252
413,2.228571,11.469007
414,2.613809,13.290207
415,4.0717387,23.90699
416,5.525461,22.366285
417,5.0859013,26.517519
418,3.6691773,17.724901
419,6.5672445,11.324334
420,2.4273741,25.824099
421,5.6533785,14.633507
422,2.491395,20.490368
423,4.4758472,22.44902
424,6.818076,15.719311
425,4.3999796,14.256771
426,1.0511042,17.375986
427,6.9698534,19.626179
428,1.0485135,18.369759
429,3.1769166,18.88318
430,3.9516895,22.754025
431,5.724386,11.363136
432,2.748158,14.23007
433,5.332024,32.78327
434,5.579918,17.412054
435,3.8775113,27.694057
436,3.0117176,15.579131
437,5.2923346,11.473948
438,5.2607746,18.381172
439,3.6759367,11.35746
440,5.957509,21.491352
441,5.7720838,15.569868
442,2.598034,16.568922
443,3.539598,12.628769
444,6.2441664,15.739718
445,5.5625286,8.917188
446,5.3198485,22.448307
447,4.4480057,20.516542
448,1.8386843,15.682732
449,8.235549,24.554111
450,3.0916617,19.558266
451,4.233241,19.965109
452,3.0607657,13.491972
453,3.0451775,27.079292
454,3.680091,31.917439
455,4.6332545,10.517393
456,7.1084805,11.463907
457,8.28083,25.799728
458,4.5618687,13.8736105
459,7.893075,23.611767
460,6.157316,9.232673
461,4.580461,27.518724
462,2.0566006,21.209137
463,4.8420944,26.264095
464,4.5232277,19.833843
465,4.2473073,13.82637
466,4.813805,13.251129
467,8.342135,22.55262
468,5.97902,23.940145
469,6.157093,22.86996
470,3.9246922,12.772006
471,7.830291,18.078093
472,4.1751704,22.21872
473,8.1143875,24.059895
474,5.4266305,23.993475
475,3.4182262,18.08496
476,6.2718916,16.494226
477,5.5143824,18.889694
478,6.270214,23.169222
479,1.5330982,13.8749695
480,4.6750417,27.183142
481,5.8501654,19.287823
482,6.008355,23.869051
483,0.6247005,16.02683
484,5.12782,13.990746
485,5.9465847,15.241346
486,3.4351935,25.944025
487,6.140545,13.52791
488,4.324482,18.102318
489,4.739596,11.57622
490,3.9723792,20.324087
491,3.846561,21.320883
492,7.467063,16.514446
493,9.589947,17.496588
494,7.0867157,16.735424
495,7.5214577,26.055153
496,5.595953,23.155764
497,3.107203,19.587296
498,5.9841986,22.52516
499,2.7122114,14.163614
500,3.833267,15.1448345
501,4.8947835,21.851078
502,4.058571,16.421555
503,2.6987872,16.359005
504,5.191869,12.984844
505,8.069542,21.309074
506,3.0532079,18.05833
507,3.3651557,26.65792
508,7.903385,18.351524
509,4.648356,21.907518
510,5.5085316,12.081886
511,5.6107206,25.12724
512,2.560592,20.602695
513,4.1772213,22.076065
514,4.163613,23.141148
515,3.7842336,16.00312
516,4.0479493,16.59745
517,3.3907878,23.657303
518,4.4040914,14.2575
519,2.4520516,18.607166
520,3.8155317,18.340664
521,5.159842,26.447933
522,3.4155443,19.581804
523,7.833008,16.802649
524,11.6198635,15.893581
525,5.2628813,17.827393
526,3.5817049,9.253689
527,6.309245,22.960548
528,2.9895415,19.9624
529,8.801455,27.066063
530,4.6174335,16.372463
531,5.6910343,27.706211
532,6.6119328,19.466007
533,3.411973,15.014759
534,2.4703348,9.736606
535,4.6372285,19.114937
536,6.594263,17.247334
537,6.369732,12.5925
538,11.468,21.896278
539,4.9908514,16.850468
540,4.7999997,21.546486
541,1.7071444,19.661545
542,8.728367,24.006527
543,5.183485,15.898655
544,6.787198,20.396082
545,7.1624594,28.201683
546,3.182826,20.654758
547,6.4541736,26.047606
548,8.237986,23.193794
549,2.419931,19.686974
550,3.686183,32.076477
551,5.6914244,18.146545
552,3.8610132,24.580498
553,7.430219,25.437622
554,6.823328,30.65117
555,5.1409855,19.481586
556,8.803112,27.01141
557,2.2950659,17.134422
558,2.9419065,25.873806
559,6.645345,15.605504
560,2.4781923,16.011265
561,4.4553456,19.561573
562,11.861192,27.450245
563,5.159864,12.53462
564,4.4545064,27.20425
565,6.43618,21.311436
566,3.4952333,22.447006
567,2.5667117,20.5802
568,4.0721607,12.357748
569,3.4449434,9.451225
570,4.2245264,11.190917
571,5.5479097,26.4472
572,4.0418987,19.329727
573,3.906261,14.920092
574,7.1824527,28.5724
575,7.9898343,16.23587
576,4.2266073,12.354315
577,3.4999485,15.974096
578,7.3440347,29.312294
579,4.68789,9.843676
580,4.0189204,12.003328
581,6.09994,22.197239
582,3.734549,12.320386
583,6.579997,28.355474
584,5.899083,22.547836
585,6.4788294,26.720951
586,3.3146734,18.606936
587,8.4585705,21.706259
588,4.5403147,17.56833
589,5.6106806,23.13441
590,9.8825035,22.483135
591,4.8499184,22.456566
592,3.369842,21.77682
593,5.6334124,14.5173
594,1.8676136,35.058403
595,1.8837707,15.755726
596,4.91153,20.635895
597,5.604253,20.899353
598,5.473343,17.739645
599,5.336416,20.32764
600,4.0245953,27.566128
601,5.0441537,25.154009
602,7.086808,22.116522
603,5.2912946,15.380401
604,2.5634882,18.54609
605,4.140085,18.092646
606,4.858023,14.7706785
607,5.7740393,28.54446
608,7.6566887,24.536
609,6.074708,8.470079
610,5.2254524,23.82109
611,5.3609943,24.329565
612,1.4999619,19.062523
613,7.08034,21.918709
614,6.4221525,12.903183
615,6.1520286,19.159132
616,4.3065596,19.91656
617,3.0361311,22.218765
618,4.5525637,24.412952
619,4.668108,28.198093
620,7.2074585,24.550686
621,6.735195,28.593029
622,5.73459,14.16494
623,3.5093057,12.3548
624,4.516904,12.919941
625,5.9183993,17.458618
626,3.2268152,12.235546
627,5.743351,14.62669
628,5.31843,13.496859
629,2.214817,30.118591
630,7.170897,21.784004
631,4.4475145,20.047203
632,3.8439188,28.983501
633,3.271042,24.636982
634,4.356756,18.988407
635,4.5482435,15.152081
636,3.3921354,12.463671
637,5.8884134,26.052767
638,10.187153,21.252045
639,5.118191,22.344463
640,3.7495623,29.359417
641,5.4739223,16.356796
642,6.771063,20.322838
643,5.2425957,10.9753275
644,5.077937,27.20927
645,6.078954,12.337372
646,3.867819,13.073701
647,6.1469717,12.650236
648,4.8018446,28.248909
649,4.048743,23.720566
650,5.760513,19.149498
651,8.33634,23.272669
652,5.431305,16.021044
653,6.6236563,22.45803
654,2.5794506,18.005358
655,3.1143796,15.725211
656,2.9300122,13.685612
657,9.709786,18.433214
658,6.1339216,16.572548
659,5.9072957,22.460989
660,6.1294556,27.658825
661,4.6534414,18.174183
662,4.0497704,20.547943
663,3.2619317,23.369034
664,3.2817595,13.844706
665,4.229003,34.142876
666,8.6091385,33.56175
667,4.942222,21.04758
668,2.178103,33.375256
669,4.564352,12.959637
670,2.8100271,27.738663
671,3.057031,19.554539
672,5.462486,28.97409
673,5.935523,16.355774
674,7.772168,27.913122
675,7.70405,11.701901
676,4.7652698,17.770712
677,5.2642612,19.917751
678,2.9225855,14.838297
679,7.1646147,13.265593
680,8.0444355,18.175991
681,4.7848268,15.396509
682,6.711252,30.716463
683,6.655232,18.889898
684,2.2501688,11.281734
685,8.162476,25.273758
686,2.6762574,16.81123
687,3.3294,13.396061
688,2.7022018,27.903519
689,5.9167285,16.053814
690,4.7909665,26.451801
691,3.4265327,20.211699
692,5.298878,8.058228
693,6.049872,12.659493
694,4.0358562,14.747978
695,7.91097,20.52422
696,5.2385335,17.85749
697,2.9434705,11.673129
698,1.9893798,15.417963
699,3.8925476,14.979126
700,5.437109,25.538872
701,3.7189314,10.300468
702,4.5449715,27.411793
703,3.6164207,28.597454
704,7.6039214,33.018585
705,5.088705,8.601849
706,8.6499,22.809837
707,7.0483403,22.7094
708,4.9276695,14.623264
709,7.944917,27.565125
710,6.09757,13.241596
711,1.5710816,19.143288
712,4.740185,28.166086
713,5.069067,21.798166
714,3.178832,23.31493
715,4.119851,14.940134
716,4.2616096,16.297092
717,5.342948,17.382393
718,6.2311115,18.544926
719,3.5174556,8.144388
720,6.9192977,19.686163
721,7.124488,24.03556
722,5.325246,18.382566
723,2.4171903,24.88171
724,5.831627,16.57844
725,10.427685,18.39095
726,3.8467546,21.074917
727,4.947895,22.26147
728,3.0935364,12.233465
729,8.4022045,27.205969
730,4.441764,16.559525
731,7.3259587,25.81866
732,5.396119,23.614737
733,6.5457516,17.079037
734,2.8453455,16.419035
735,4.1975203,13.11751
736,6.165362,25.304306
737,2.4940212,13.3130455
738,2.885276,20.785446
739,3.766367,24.563763
740,5.876528,19.281225
741,8.241546,18.123808
742,3.6910224,29.643162
743,3.1491833,21.36408
744,7.041255,18.321077
745,3.9044387,15.739456
746,5.86462,25.43357
747,8.314287,21.517223
748,6.364518,26.128637
749,4.3641667,29.847618
750,5.000749,21.863695
751,3.7379024,18.2789
752,3.780641,19.627045
753,3.247515,25.486795
754,5.4243197,32.98704
755,3.7679753,25.450691
756,3.2945647,14.862641
757,4.7401032,10.577816
758,4.6743965,15.616867
759,2.1117845,15.769973
760,5.0809298,23.413605
761,8.868142,18.844826
762,7.3528814,21.928068
763,3.826394,9.177021
764,4.5764437,15.947285
765,3.383868,20.10624
766,4.1595087,13.63644
767,7.074601,27.849289
768,1.5373652,16.86995
769,1.7985141,14.132942
770,4.0395107,22.412613
771,5.2167754,12.33675
772,2.9332798,21.949919
773,7.391079,19.290363
774,10.394266,29.543047
775,9.432901,24.598934
776,4.5884748,26.908535
777,5.106134,19.77184
778,6.8227205,29.275257
779,4.783801,19.723337
780,4.241425,18.559622
781,4.679744,18.31894
782,3.786367,15.470611
783,4.6827126,21.916725
784,5.2378974,23.432713
785,3.93301,22.626524
786,4.3544884,14.711368
787,6.195217,27.578838
788,5.168096,11.573957
789,3.6893883,20.679775
790,5.840111,21.167625
791,3.150157,26.40928
792,5.7102065,15.111881
793,5.289241,19.252766
794,6.757013,30.090273
795,3.4629931,15.370767
796,5.6423244,15.814159
797,3.2199783,11.322366
798,2.6251366,24.096876
799,9.064535,25.251383
800,7.874061,20.807793
801,4.2114906,16.44353
802,5.659564,30.101963
803,3.8913782,21.780605
804,5.032832,9.974021
805,4.170592,18.28714
806,5.278618,12.989115
807,3.0939426,26.007902
808,8.138355,19.158567
809,3.3886752,14.568838
810,5.825264,21.198895
811,4.5507684,25.324059
812,6.7447786,22.018057
813,6.4006443,22.66875
814,3.6349022,14.90303
815,5.097394,8.172913
816,7.2128954,21.377298
817,3.498828,20.391327
818,5.448803,22.323208
819,2.844246,24.948008
820,5.5213065,20.227201
821,5.17495,21.933628
822,4.1504436,20.069496
823,4.3752837,21.647694
824,5.739101,13.788032
825,8.524923,18.013973
826,2.912255,12.598216
827,2.917902,14.09429
828,5.418172,20.702106
829,5.6109138,19.637493
830,3.7477384,12.298818
831,6.343523,24.352837
832,6.613668,9.539452
833,3.6284208,19.914389
834,0.38005337,16.429916
835,4.25726,15.516666
836,5.2556367,12.7956505
837,4.160162,18.99966
838,2.3603716,28.598402
839,2.6498542,17.799221
840,5.8328886,25.104074
841,5.0606527,21.303766
842,5.515378,25.723663
843,1.4949911,23.969551
844,4.7924137,15.519762
845,7.3815827,24.284197
846,2.3071804,13.933283
847,2.5864372,17.931173
848,9.86491,14.008707
849,5.809422,16.06313
850,4.2497044,17.36218
851,6.152981,11.315815
852,2.2002962,11.819195
853,4.5117817,17.030556
854,3.8740926,15.947356
855,5.1719666,19.261808
856,4.5314403,12.174176
857,3.4431238,21.60979
858,7.7944965,21.23862
859,4.2310023,36.146072
860,8.260761,26.80838
861,4.9090624,23.25958
862,3.7542715,24.613804
863,6.658598,17.193443
864,6.587303,21.382792
865,9.278578,20.95958
866,4.4765906,9.949723
867,6.621207,19.43616
868,8.776617,28.369236
869,1.056824,24.900423
870,5.235663,14.134597
871,5.192709,18.069162
872,5.2121353,24.319115
873,3.85785,13.171686
874,5.1825047,11.0168495
875,2.4192195,14.721479
876,6.634807,13.778954
877,4.1141124,10.020202
878,8.513222,20.75846
879,2.9090219,10.815085
880,3.2626393,23.291098
881,3.7266707,21.081665
882,5.613194,23.57132
883,3.344963,15.569976
884,4.4742146,9.268475
885,4.6536403,18.619698
886,7.8706856,26.621605
887,2.611581,22.227585
888,10.687708,20.103756
889,4.6624217,11.872068
890,5.746358,26.850693
891,8.362518,15.622585
892,3.9412723,17.416843
893,4.125328,21.800571
894,5.99981,12.787569
895,7.109383,11.829427
896,3.5653644,10.24122
897,5.54561,19.907967
898,5.196764,16.014753
899,6.880999,20.781567
900,7.3320427,19.91705
901,7.688394,24.338432
902,1.8796667,21.5891
903,3.4904537,11.220249
904,8.204602,14.890806
905,9.670958,28.442043
906,3.1984484,16.518906
907,5.5606456,16.467213
908,4.7671795,22.009964
909,4.248646,23.552315
910,5.967334,13.44014
911,7.265073,13.026405
912,4.6815643,22.674484
913,3.2193017,20.797318
914,4.2558866,21.654451
915,3.0003684,23.837877
916,5.2456217,16.771461
917,2.685297,32.196564
918,4.8887157,14.090559
919,7.1317873,32.55149
920,4.4404,37.214252
921,3.4176183,20.322086
922,5.243018,12.854914
923,4.143805,14.1790085
924,4.0776763,18.958618
925,2.0534182,19.855942
926,6.502064,18.881563
927,4.280093,25.768345
928,4.346238,5.9938793
929,3.7541018,15.34702
930,6.710553,17.641186
931,10.752134,20.7809
932,2.0655046,17.74804
933,2.9753478,15.623304
934,6.106656,25.35452
935,9.975382,28.497389
936,7.5695415,20.631763
937,4.6153455,18.574665
938,4.352515,17.120579
939,1.4384705,12.016949
940,6.8367753,17.220325
941,5.460143,23.7801
942,2.2076304,18.66454
943,5.8875933,22.324718
944,3.2490487,17.775726
945,1.5983524,10.730698
946,2.0423412,5.1542625
947,4.752847,19.005968
948,4.069792,12.703092
949,4.48533,26.144093
950,4.3978167,14.836711
951,12.4744425,18.192226
952,4.1040955,18.250116
953,4.2586513,17.992872
954,1.8397331,19.720932
955,4.8563166,21.238552
956,7.5626693,35.877983
957,5.703152,23.010674
958,3.2331064,27.958078
959,5.9941597,25.695927
960,5.5341225,27.518555
961,2.1564507,11.897638
962,5.313401,27.960485
963,4.435762,21.549755
964,3.286808,23.062626
965,5.4082613,20.642637
966,8.542769,23.600565
967,8.974761,28.030857
968,3.706639,15.622079
969,5.8043647,16.966236
970,3.3612893,16.935375
971,1.0823522,14.726986
972,3.3004975,27.282196
973,7.0140643,25.306625
974,4.24901,15.358725
975,5.2148232,18.681824
976,2.908118,24.543875
977,4.814041,27.36597
978,3.0995855,12.754223
979,5.750964,19.883816
980,4.9442034,28.042057
981,6.757225,19.636894
982,4.724682,13.393081
983,4.063753,13.493356
984,7.7974563,10.878899
985,2.5636966,21.022636
986,4.339591,17.956142
987,1.3006039,24.363321
988,2.3759053,22.621357
989,2.9988499,17.970379
990,7.2039537,42.798042
991,6.28195,8.280945
992,7.348468,18.71941
993,7.322951,18.337582
994,4.9419994,20.906399
995,4.4099164,19.525097
996,5.4025726,15.704816
997,5.8824863,13.505453
998,4.133957,15.840235
999,4.8891764,12.156022
1000,5.720791,16.102541
1001,4.0293913,22.573948
1002,4.847022,21.638222
1003,4.721999,20.554123
1004,4.078697,9.756695
1005,3.6924706,6.722677
1006,5.4826975,10.247936
1007,3.6562557,26.688478
1008,2.5268617,20.630264
1009,3.5265307,15.304109
1010,2.9376514,13.227926
1011,6.457136,18.884298
1012,4.299155,13.57961
1013,2.608166,18.50941
1014,6.704197,17.265858
1015,3.3653698,20.549
1016,4.2574177,25.03152
1017,5.7683954,18.402517
1018,7.9103165,32.7143
1019,3.8628278,18.014433
1020,3.3344903,20.667728
1021,4.704645,20.927511
1022,6.8479395,18.657867
1023,3.5650256,18.193401
1024,3.8870544,8.886219
1025,6.4214044,13.40866
1026,2.2185183,8.743029
1027,2.942329,11.8998165
1028,7.1741924,19.29824
1029,6.1048536,23.36955
1030,4.346657,17.45965
1031,5.5204678,21.105122
1032,6.3169866,30.17413
1033,6.4518013,12.935194
1034,7.4413776,23.441435
1035,3.3731134,28.621029
1036,5.721993,23.602985
1037,5.8975134,17.911453
1038,2.3985827,17.475853
1039,6.4560366,22.301775
1040,4.47805,11.350044
1041,4.0031295,15.038524
1042,3.157306,23.916237
1043,5.519365,33.745636
1044,4.4600067,13.802181
1045,4.325126,14.831518
1046,4.442818,23.97989
1047,3.9508958,28.40691
1048,5.396252,23.72509
1049,7.5385175,17.98927
1050,3.3098555,5.7085724
1051,5.8750896,19.084488
1052,6.3239374,12.256071
1053,4.4013324,10.642786
1054,7.81618,16.019577
1055,4.2163277,21.123037
1056,5.9357367,22.479406
1057,5.658041,14.778721
1058,6.527423,33.76699
1059,6.068018,19.921928
1060,3.909339,16.864481
1061,5.6909437,16.818213
1062,7.318634,32.035763
1063,5.0380526,26.21651
1064,5.3079004,19.267818
1065,5.698568,29.162086
1066,4.724054,24.987112
1067,2.746938,19.723206
1068,5.49137,18.161491
1069,8.362835,21.163576
1070,6.0405946,33.254906
1071,8.084902,18.837479
1072,7.1608696,13.29377
1073,5.833828,15.283912
1074,6.5581064,16.70771
1075,5.2662783,29.56685
1076,3.239765,16.466034
1077,5.6671886,12.876322
1078,4.3047943,14.736622
1079,5.204292,23.372921
1080,1.4426882,13.756737
1081,2.9224114,12.549104
1082,2.9201999,19.506823
1083,7.99038,21.663492
1084,6.147935,18.951416
1085,5.4724298,15.623747
1086,4.431594,26.169964
1087,4.8197746,21.84468
1088,4.51361,22.415462
1089,5.2728357,26.530216
1090,6.0116205,17.997595
1091,5.2119007,12.496563
1092,3.5614104,22.059452
1093,4.098871,9.858648
1094,7.730176,24.94161
1095,5.1346025,21.728157
1096,3.4754677,21.100838
1097,4.164362,20.4449
1098,5.1575665,18.935238
1099,6.430131,21.863781
1100,6.74514,21.058836
1101,4.6744165,22.141819
1102,5.4174156,14.97589
1103,4.9158754,10.64085
1104,3.8374221,17.025253
1105,4.4727244,28.189278
1106,6.9287934,13.952166
1107,6.6242137,23.764633
1108,5.064495,11.7929325
1109,6.0842752,20.65067
1110,4.605132,21.509926
1111,3.6728349,17.865192
1112,5.588889,15.3957615
1113,3.0817556,21.052822
1114,5.0417347,16.50148
1115,4.861664,24.231852
1116,4.0274916,25.175533
1117,3.2792778,16.515549
1118,10.558938,13.691715
1119,4.4271665,17.748749
1120,2.97438,20.63512
1121,3.9819345,17.155529
1122,4.4531794,13.686182
1123,5.1226916,23.47648
1124,9.822866,22.453
1125,3.4210358,14.724483
1126,3.197668,15.26626
1127,10.20962,23.465145
1128,0.3818125,21.135681
1129,1.9794488,23.091656
1130,3.7374878,23.583065
1131,5.4279366,17.441412
1132,6.0169187,13.927173
1133,6.0618258,18.102573
1134,3.7436867,12.529992
1135,4.703554,24.384727
1136,3.747147,17.247978
1137,2.030552,14.794664
1138,4.125132,20.833511
1139,3.8418589,18.664711
1140,6.45356,31.62563
1141,3.1506255,17.036022
1142,3.9554305,35.05057
1143,5.4095926,13.689535
1144,3.861517,22.75107
1145,4.723427,7.691658
1146,4.343235,15.244889
1147,4.8647904,12.9553385
1148,3.6904104,16.317259
1149,5.886757,28.901577
1150,2.0997822,22.369053
1151,5.859525,16.795666
1152,3.4422545,17.852816
1153,1.4442644,13.025314
1154,7.712055,15.261065
1155,3.5701685,25.978088
1156,4.4181414,13.995344
1157,5.2079535,21.383055
1158,2.5544,15.687824
1159,4.0555806,30.546627
1160,2.9699178,17.209684
1161,4.2535696,19.90885
1162,6.782149,14.152464
1163,3.5233696,17.790173
1164,6.9039326,31.458187
1165,6.5186906,29.181435
1166,5.7960167,27.97974
1167,3.4626417,16.754585
1168,3.1813078,3.0801075
1169,1.5852034,26.741966
1170,5.5036664,14.221795
1171,6.6399407,29.332691
1172,2.7729053,19.297066
1173,7.908391,14.724888
1174,4.658185,17.367004
1175,5.077316,17.133667
1176,7.0232105,26.189842
1177,3.65972,12.161901
1178,5.2596183,24.032393
1179,5.085154,14.020367
1180,2.7185924,20.39996
1181,5.5287895,22.856176
1182,8.840937,30.36812
1183,7.323182,22.412277
1184,7.5683503,20.345123
1185,2.9410274,18.57776
1186,2.7043707,16.186357
1187,3.694801,26.391775
1188,4.8785872,14.568686
1189,2.79799,14.415871
1190,6.2555103,24.18666
1191,6.056497,20.125416
1192,1.7732598,21.396534
1193,7.2333164,17.130184
1194,4.33832,20.78508
1195,3.978146,21.108652
1196,5.942783,23.894037
